title,artist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Somebody Without U,Oscar and the Wolf,0.501,0.804,9,-5.658,0.0678,0.00182,1.79e-05,0.0614,0.311,160.019
Easy,Jess Glynne,0.731,0.76,5,-4.722,0.0464,0.0164,0.0,0.0963,0.457,127.971
reason to live,mehro,0.6,0.551,1,-8.085,0.0282,0.561,0.00715,0.162,0.401,102.06
16 CARRIAGES,Beyoncé,0.525,0.456,1,-7.042,0.0798,0.382,0.0,0.167,0.342,126.691
Sleep Alone,Iggi Kelly,0.721,0.72,10,-6.087,0.0311,0.214,0.0,0.103,0.702,118.071
I Need Your Love,"Poylow, Yohan Gerber, ATHYN, Elise Lieberth",0.692,0.819,8,-5.669,0.147,0.00347,0.0,0.354,0.321,126.224
Shakes,Luke Hemmings,0.436,0.661,1,-6.517,0.0331,0.602,0.00223,0.125,0.273,77.51
Ray Of Solar - Mau P Remix,"Swedish House Mafia, Mau P",0.629,0.866,6,-6.576,0.0456,0.000377,0.168,0.173,0.146,125.963
Tejano Blue,Cigarettes After Sex,0.54,0.46,4,-9.992,0.0369,0.546,0.439,0.116,0.285,81.999
Wild n Sweet - Paul Woolford's Special Request Mix,"Jam City, Empress Of, Paul Woolford",0.709,0.767,4,-7.94,0.0422,0.0101,0.457,0.121,0.566,126.025
Northern Attitude,Noah Kahan,0.523,0.626,3,-8.214,0.047,0.119,3.29e-05,0.107,0.323,121.291
Boomerang,Jamila Woods,0.656,0.73,7,-6.171,0.0315,0.119,2.35e-05,0.156,0.692,158.021
Shadow,Livingston,0.72,0.699,2,-4.528,0.124,0.0828,0.0,0.0612,0.597,139.949
Truth or Dare,Tyla,0.61,0.599,1,-5.752,0.341,0.183,0.000124,0.0854,0.805,154.255
Do It Right,Sister Bliss,0.755,0.878,2,-4.863,0.0634,0.146,0.54,0.0748,0.638,126.008
The End of the Contender,Everything Everything,0.541,0.714,2,-6.863,0.0294,0.176,0.00654,0.558,0.614,91.117
READi,QUIN,0.627,0.566,0,-11.201,0.277,0.701,0.000103,0.0943,0.419,116.965
Tears Like Rain,Bodine Monet,0.597,0.665,11,-6.443,0.0474,0.0279,0.0,0.312,0.18,101.948
Wild Things,LAUREL,0.726,0.77,4,-4.008,0.0449,0.00275,0.0,0.163,0.104,114.982
Son of a Bitch,Jessie Murph,0.597,0.679,2,-7.514,0.174,0.271,0.0,0.0968,0.498,149.068
Sehnsucht,"Purple Schulz, Au/Ra, YORK",0.65,0.805,7,-7.796,0.0373,0.0022,0.527,0.229,0.19,128.029
California Lullaby,Evangelia,0.677,0.88,2,-6.531,0.0433,0.196,0.00217,0.246,0.777,147.074
places to be,"Fred again.., Anderson .Paak, CHIKA",0.548,0.878,10,-5.154,0.0598,0.0253,0.000934,0.0909,0.826,174.043
Make Up,Jazzy,0.727,0.756,6,-8.794,0.0416,0.079,6.78e-06,0.0905,0.76,136.115
Finally,"Swedish House Mafia, Alicia Keys",0.593,0.843,10,-5.008,0.076,0.0137,0.0447,0.105,0.13,130.994
30ºC,ANNA,0.718,0.732,11,-5.661,0.0479,0.0396,0.0,0.174,0.662,129.905
Paprika,Ghali,0.819,0.828,7,-3.492,0.0626,0.12,1.55e-05,0.119,0.793,105.061
feelings don't lie,"Ofenbach, salem ilese",0.573,0.594,0,-4.924,0.0277,0.0305,8.47e-06,0.136,0.35,99.976
6 In the Morning (feat. Nate Dogg) - NewEra Remix,"Flex (UK), Nate Dogg, NewEra",0.833,0.779,0,-5.289,0.0392,0.318,0.00727,0.254,0.603,131.951
Full of life,Christine and the Queens,0.314,0.335,2,-9.627,0.0298,0.242,0.000183,0.0863,0.176,82.115
Talk talk featuring troye sivan,"Charli xcx, Troye Sivan",0.731,0.817,8,-5.595,0.0791,0.0196,6.13e-06,0.349,0.661,130.032
Freestyler (Rock The Microphone),"Lost Frequencies, Bomfunk MC's",0.768,0.902,11,-4.858,0.0849,0.00971,0.637,0.212,0.717,159.957
I FOUND YOU,"Switch Disco, Charlotte Haining, Felix",0.675,0.74,3,-5.27,0.069,0.0189,0.0,0.428,0.453,126.962
A Bar Song (Tipsy) [Remix},"Shaboozey, David Guetta",0.75,0.589,9,-5.327,0.0404,0.00433,0.000166,0.083,0.538,132.008
Pieces,"KALUMA, Micano",0.488,0.768,6,-7.471,0.351,0.561,0.0142,0.113,0.175,140.147
Call My Name (feat. Sofiloud),"Alle Farben, Sofiloud",0.661,0.923,5,-5.768,0.0831,0.00371,0.000196,0.132,0.427,128.064
I Only Smoke When I Drink,nimino,0.88,0.729,11,-6.378,0.176,0.334,0.0113,0.185,0.246,127.028
Fast Cars & Superstars,"Cristian Marchi, Reverend Haus",0.885,0.879,11,-4.822,0.0457,0.0611,0.184,0.231,0.869,127.985
Kisses (feat. bbyclose),"BL3SS, CamrinWatsin, bbyclose",0.793,0.779,9,-4.609,0.0581,0.279,0.000311,0.314,0.687,142.002
HIGHER,"Nathan Dawe, Joel Corry, SACHA",0.528,0.92,4,-4.265,0.0334,0.00338,0.0618,0.327,0.125,137.959
It's ok I'm ok,Tate McRae,0.754,0.514,1,-7.721,0.0471,0.0257,3.98e-05,0.0808,0.363,114.997
"I'M HIS, HE'S MINE (feat. Doechii)","Katy Perry, Doechii",0.743,0.611,2,-6.104,0.0346,0.00221,0.00253,0.236,0.375,103.954
Tanzalarm,"01099, Gustav, Paul",0.809,0.703,7,-8.282,0.0343,0.387,0.115,0.108,0.488,135.989
Ready For Myself,Nelly Furtado,0.791,0.888,5,-5.144,0.0515,0.00224,0.359,0.254,0.673,128.019
feelslikeimfallinginlove - Zerb x Coldplay,"Coldplay, Zerb",0.591,0.693,7,-8.653,0.037,0.0242,0.0089,0.131,0.0981,124.047
Around The World,"Niklas Dee, René Miller",0.605,0.855,10,-4.414,0.329,0.473,0.000709,0.098,0.302,75.031
Love Again,"Lawstylez, Empyre One, Crystal Rock",0.543,0.929,0,-4.764,0.195,0.00709,0.000587,0.0778,0.688,160.078
K.O.,"LAVINIA, Ely Oaks",0.714,0.841,5,-5.942,0.0641,0.0622,0.366,0.596,0.865,129.973
I Can Do It With a Broken Heart - Dombresky Remix,"Taylor Swift, Dombresky",0.708,0.913,0,-5.852,0.0354,0.00215,3.64e-05,0.193,0.349,128.003
The Power Of Love,CYRIL,0.838,0.542,8,-5.402,0.297,0.443,0.00259,0.124,0.15,127.968
Safety Net,Bea and her Business,0.765,0.785,1,-4.031,0.041,0.311,0.0,0.185,0.838,127.946
Feel Your Love (Rapture),"Duncan Laurence, Tanishk Bagchi, Ganesh Waghela",0.577,0.879,10,-5.342,0.0318,0.407,0.00291,0.132,0.379,126.085
Chihiro,Gravagerz,0.675,0.517,10,-10.904,0.18,0.859,0.018,0.122,0.197,140.168
Si Ai - Marshmello & UKAY Remix,"Tayna, Marshmello, UKAY",0.73,0.646,1,-7.09,0.13,0.00653,1.74e-05,0.0835,0.412,119.948
True,"CYRIL, Kita Alexander",0.821,0.592,7,-11.013,0.0908,0.213,0.0,0.116,0.387,124.015
Dream Come True - Edit,"Felix Jaehn, bbyclose",0.732,0.937,10,-4.545,0.0688,0.0584,0.202,0.27,0.852,140.013
Wave,"FAST BOY, Raf",0.724,0.686,3,-5.586,0.0294,0.00553,1.96e-06,0.273,0.347,116.01
WE PRAY - Single Version,"Coldplay, Little Simz, Burna Boy, Elyanna, TINI",0.754,0.53,5,-8.098,0.0563,0.0659,8.7e-05,0.0746,0.664,135.992
Criminals,Meghan Trainor,0.654,0.776,4,-4.818,0.0391,0.0303,3.09e-06,0.0992,0.274,108.082
Espresso - Mark Ronson x FNZ Working Late Remix,"Sabrina Carpenter, Mark Ronson, FNZ",0.724,0.873,10,-4.807,0.0322,0.0115,0.117,0.139,0.907,111.998
"Baby, You're the One (Whole Again)","Salvatore Mancuso, Max Niklas",0.758,0.709,1,-7.031,0.371,0.0891,0.0,0.414,0.555,126.021
Hot Honey,"Tiësto, Alana Springsteen",0.668,0.88,9,-5.198,0.0423,0.0135,0.00088,0.138,0.386,137.946
Edge of Saturday Night,"The Blessed Madonna, Kylie Minogue",0.753,0.664,7,-5.059,0.0397,0.021,0.00218,0.116,0.588,130.007
My Oh My (with Bebe Rexha & Tove Lo),"Kylie Minogue, Bebe Rexha, Tove Lo",0.654,0.65,5,-7.33,0.0403,0.0163,2.82e-05,0.0834,0.496,125.067
Tu Peux,"Psaiko.Dino, The Waves, Ambre Vallet",0.742,0.923,11,-5.091,0.0863,0.0473,0.0167,0.457,0.0682,128.094
Desire,"Jaxomy, Olly Alexander (Years & Years)",0.632,0.748,2,-4.967,0.136,0.352,0.0,0.175,0.736,149.754
Fria - Felix Jaehn Remix,"Anitta, Felix Jaehn",0.804,0.859,6,-5.807,0.127,0.000991,9.27e-05,0.209,0.862,128.041
Dream Brother,"Zedd, Jeff Buckley",0.587,0.833,7,-6.69,0.0395,0.0125,0.00703,0.362,0.124,122.045
Upside Down,"Robin Schulz, Joel Corry, KOPPY",0.635,0.866,10,-5.84,0.0487,0.0129,0.332,0.146,0.467,145.003
Garden,Matt Simons,0.779,0.739,6,-7.877,0.049,0.0881,0.000141,0.074,0.772,126.982
Before I Let You Go (feat. MarcLo),"CYRIL, MarcLo",0.767,0.786,2,-5.872,0.13,0.078,0.000171,0.107,0.653,114.969
LIFETIMES,Katy Perry,0.661,0.874,0,-5.178,0.0359,0.000239,0.000145,0.564,0.344,119.982
Don't Stop (I Wanna Know),"ATB, Dopamine",0.675,0.859,7,-3.7,0.0545,0.0628,1.4e-06,0.115,0.238,133.02
No Gravity (feat. Bava),"Zedd, Bava",0.602,0.753,9,-5.931,0.029,0.175,0.696,0.202,0.337,101.014
A Horse With No Name (CYRIL Remix),"America, CYRIL",0.648,0.93,2,-5.714,0.159,0.225,1.85e-05,0.127,0.12,124.075
Exterminate,"LYOD, Alexis Troy",0.673,0.864,4,-7.122,0.0445,0.227,0.655,0.126,0.106,127.94
I Wanna Be Loved (Just A Little Better),Alison Goldfrapp,0.657,0.81,9,-5.969,0.0562,0.01,0.0646,0.0471,0.905,125.956
Pretty Boy,Isabel LaRosa,0.717,0.902,1,-5.229,0.0828,0.00676,0.00112,0.167,0.622,136.035
Never Going Home Tonight (feat. Madison Love),"David Guetta, Alesso, Madison Love",0.513,0.813,5,-2.744,0.0335,0.28,0.0,0.258,0.355,125.91
Save My Soul (feat. AMANZI),"Bakermat, AMANZI",0.706,0.654,4,-8.164,0.0366,0.0596,0.119,0.375,0.232,127.99
If I Fall - Music from the Motion Picture Transformers One,"Quavo, Ty Dolla $ign, ARE WE DREAMING",0.624,0.949,2,-3.845,0.0463,0.049,0.000142,0.17,0.407,92.01
Rosa (Que Linda Eres),Trinix Remix,0.789,0.821,9,-8.132,0.13,0.0887,0.0805,0.367,0.537,123.993
Why I Love You So,"Alok, James Hurr, Supafly",0.714,0.911,9,-5.553,0.0583,0.0584,0.0272,0.456,0.107,124.07
Sideways,"Gordo, Drake",0.655,0.57,5,-11.475,0.0487,0.527,0.43,0.105,0.487,121.843
All Night (with Sophie and the Giants),"R3HAB, Sophie and the Giants",0.782,0.715,2,-4.485,0.127,0.0205,1.86e-06,0.122,0.47,123.036
cloud 11,thủy,0.648,0.746,9,-3.271,0.0416,0.05,0.0,0.13,0.521,105.059
Way Down We Go,"Deepend, Stephen Puth",0.694,0.756,7,-7.578,0.0666,0.574,0.000203,0.347,0.33,128.025
Bad Dreams,Teddy Swims,0.707,0.68,8,-6.203,0.0884,0.274,0.0,0.0932,0.62,125.058
All My Life,"Purple Disco Machine, The Magician",0.711,0.784,7,-5.791,0.0435,0.0304,0.00377,0.323,0.674,125.018
Fühlst du gar nichts? (feat. Nina Chuba),"ENNIO, Nina Chuba",0.752,0.667,7,-6.203,0.09,0.469,0.0,0.128,0.486,128.16
GORGEOUS (feat. Kim Petras),"Katy Perry, Kim Petras",0.828,0.682,11,-5.67,0.0478,0.0178,0.0,0.157,0.619,125.959
Somebody Else's,Gwen Stefani,0.604,0.876,8,-4.574,0.0611,0.0046,3.26e-05,0.147,0.718,79.938
Forever (feat. Malou & Yuna),"HUGEL, Diplo, Malou, Yuna",0.542,0.946,9,-6.048,0.0425,0.0312,0.632,0.107,0.229,120.036
1:1,"Ofenbach, Joeboy",0.68,0.711,0,-6.551,0.0357,0.00161,1.08e-05,0.142,0.374,115.987
Honesty,Nelly Furtado,0.762,0.806,2,-4.77,0.0514,0.005,1.5e-05,0.0564,0.964,126.988
Spot a Fake,Ava Max,0.63,0.896,3,-3.61,0.0706,0.00878,0.0,0.0393,0.849,142.879
"You're My Heart, You're My Soul","MXM, Chris van Dutch",0.678,0.91,8,-5.154,0.0396,0.0703,0.0332,0.207,0.686,154.952
Blauer Himmel Odyssee,Carla Ahad,0.753,0.532,8,-10.396,0.0476,0.391,0.317,0.108,0.285,140.076
This Is The Life,"LIZOT, KYANU",0.719,0.89,1,-2.621,0.0515,0.0139,0.00016,0.171,0.564,94.971
Alles ist relativ,BIG TIM,0.659,0.912,2,-4.752,0.042,0.00277,0.0004,0.351,0.692,149.963
Gimme Love,Sia,0.327,0.82,11,-2.591,0.0465,0.0037,0.000876,0.614,0.311,96.479
Dreaming,"Marshmello, P!nk, Sting",0.697,0.742,11,-6.404,0.0457,0.0194,0.000308,0.0837,0.783,124.969
Airberlin,Pashanim,0.662,0.578,1,-8.932,0.224,0.0784,0.00446,0.104,0.285,139.843
Frieden,K.I.Z,0.608,0.722,8,-6.162,0.352,0.148,0.0,0.584,0.595,145.562
7 SÜNDEN,"Tream, treamiboii",0.496,0.848,1,-5.712,0.532,0.427,0.0,0.163,0.506,168.12
ECHT - Techno Mix,"NOISETIME, Glasperlenspiel, NIKSTER, Stevio",0.364,0.928,6,-4.45,0.378,0.00425,0.0,0.337,0.523,170.04
Skin and Bones,David Kushner,0.488,0.457,10,-10.205,0.0375,0.649,0.477,0.148,0.17,116.89
Schloss aus Sand,1986zig,0.592,0.927,1,-5.315,0.0437,0.0991,1.43e-05,0.257,0.416,85.013
Ausreden,makko,0.728,0.559,2,-7.995,0.0389,0.0544,0.954,0.201,0.768,130.004
überall,"Esther Graf, Montez",0.652,0.819,1,-5.425,0.0637,0.0935,0.0,0.318,0.682,171.968
Ella,Monet192,0.805,0.548,2,-9.687,0.0625,0.0708,0.00908,0.134,0.224,101.055
Bevor du gehst,Nimo,0.832,0.736,11,-7.346,0.169,0.0303,4.46e-06,0.359,0.515,123.776
Ich nehm dich bei der Hand (SimsalaGrimm),"Luca-Dante Spadafora, Beats by Luca",0.72,0.796,11,-7.272,0.427,0.343,0.000477,0.237,0.296,155.051
schwarzer toyota,"skrt cobain, Mark Forster, Ski Aggu",0.857,0.582,8,-8.489,0.0976,0.0186,9.13e-05,0.165,0.732,140.012
Erinner mich,"HBz, 2 Engel & Charlie",0.723,0.857,8,-5.092,0.0467,0.00228,0.000505,0.473,0.759,164.984
DLIT (die Liebe ist tot),Paula Hartmann,0.79,0.473,1,-8.022,0.0882,0.0779,0.0,0.111,0.417,131.9
„glücklich“,Montez,0.538,0.291,7,-9.066,0.132,0.806,0.0,0.103,0.478,167.363
Zeit,ENNIO,0.7,0.594,0,-5.801,0.0349,0.114,2.19e-06,0.167,0.356,135.974
verstecken,Montez,0.86,0.505,0,-8.182,0.132,0.178,0.0457,0.138,0.663,132.984
Dein ist mein ganzes Herz,"BIG TIM, Heinz Rudolf Kunze",0.621,0.864,1,-5.765,0.324,0.00247,6.29e-06,0.25,0.345,170.017
Vielleicht Vielleicht,"MilleniumKid, JBS",0.566,0.736,11,-9.422,0.0449,0.0207,0.0,0.276,0.314,140.005
if u think i'm pretty,Artemas,0.535,0.622,8,-5.771,0.0593,0.541,0.0209,0.402,0.457,143.533
Augenmaß (feat. Pashanim),"Stickle, Pashanim",0.76,0.795,1,-6.729,0.0453,0.0053,0.0842,0.4,0.372,132.034
ANNA,"Tream, Heino",0.651,0.899,9,-6.757,0.0637,0.113,1.13e-06,0.25,0.498,158.004
Bauchnabelpiercing,"$ONO$ CLIQ, Drunken Masters, Jonko2x, Radrik Gee",0.902,0.904,0,-4.607,0.121,0.0608,9.66e-05,0.0893,0.864,143.992
ANNE KAFFEEKANNE,TIM PLVNK,0.703,0.995,8,-3.615,0.0552,0.0484,0.0126,0.316,0.221,155.965
Whip,"Trettmann, RIN",0.815,0.556,1,-8.61,0.409,0.271,0.00042,0.0912,0.514,119.975
Mama hat gesagt,"SDP, Sido, Esther Graf",0.777,0.624,4,-5.687,0.183,0.149,0.0,0.136,0.815,90.094
Hide Away,Daya,0.884,0.826,11,-3.672,0.0853,0.222,2.29e-06,0.0651,0.465,94.997
Rim Tim Tagi Dim,Baby Lasagna,0.587,0.872,9,-6.7,0.0342,0.00218,0.000937,0.474,0.577,128.037
BALLA BALLA,"Ski Aggu, Marlon Hoffstadt",0.693,0.957,7,-5.055,0.0469,0.00846,0.000976,0.0522,0.861,147.033
KAMIKAZE,"Tream, FiNCH",0.674,0.902,2,-4.494,0.22,0.136,0.0,0.259,0.647,170.008
NaNa,"Lune, Kauta",0.86,0.759,3,-3.506,0.0574,0.125,0.00263,0.0768,0.756,114.052
Chaos,"LEA, Dhurata Dora",0.631,0.737,1,-6.917,0.241,0.081,0.0,0.114,0.465,151.038
Vorbei,"Rasa, ILO",0.683,0.571,7,-8.187,0.139,0.101,0.199,0.102,0.265,127.91
"Up, Up, Up (Nobody's perfect)","Luca-Dante Spadafora, LINA, Beats by Luca, Peter Plate, Ulf Leo Sommer",0.784,0.918,9,-6.457,0.379,0.086,0.0103,0.149,0.883,165.002
Riechst du das,"Gzuz, Bausa",0.957,0.53,1,-6.568,0.285,0.0268,0.0,0.118,0.626,119.931
80qm,Nina Chuba,0.753,0.582,2,-5.147,0.0642,0.0659,8.31e-05,0.0639,0.918,155.021
Mach die Augen auf,CIVO,0.675,0.563,4,-8.635,0.291,0.303,0.000105,0.11,0.504,86.505
Don't Stop Believin',Journey,0.491,0.802,4,-7.106,0.0392,0.25,0.0,0.387,0.472,119.25
Dieser Sommer,"Tream, treamiboii",0.703,0.795,5,-5.896,0.0671,0.236,0.0,0.104,0.513,149.997
Meine Augen,Jazeek,0.645,0.531,7,-7.423,0.498,0.353,0.0,0.236,0.339,93.814
BLUE,Billie Eilish,0.349,0.337,7,-10.671,0.0407,0.29,0.172,0.139,0.0365,142.01
WILDFLOWER,Billie Eilish,0.467,0.247,6,-12.002,0.0431,0.612,0.000271,0.17,0.126,148.101
Baddies,"Aitch, Luciano",0.879,0.555,11,-6.515,0.384,0.0864,0.000116,0.156,0.469,140.041
Beifahrer,AYLIVA,0.545,0.536,4,-7.321,0.03,0.327,0.0,0.131,0.128,90.069
Florenz,Pashanim,0.837,0.55,10,-7.929,0.192,0.0749,5.42e-05,0.272,0.475,139.988
Panama,GReeeN,0.87,0.366,5,-7.503,0.41,0.465,1.15e-05,0.111,0.715,98.016
Man In Finance (with David Guetta),"David Guetta, Girl On Couch, Billen Ted",0.669,0.958,2,-3.979,0.0476,0.0265,0.00278,0.0714,0.609,126.028
2000,Pashanim,0.784,0.522,7,-7.057,0.155,0.0913,2.43e-05,0.139,0.436,95.047
BEI MIR,YAKARY,0.694,0.564,7,-6.93,0.36,0.0631,2.55e-05,0.11,0.247,179.961
Abenteuerland,"FiNCH, SDP, Phil The Beat",0.593,0.799,2,-3.869,0.251,0.0645,0.0,0.241,0.575,174.927
dafür bin ich frei (feat. Bausa),"Zartmann, Bausa",0.774,0.57,6,-7.35,0.276,0.0638,1.6e-05,0.144,0.371,140.063
Sommer meines Lebens,K.I.Z,0.801,0.527,10,-6.456,0.088,0.141,0.0,0.144,0.567,103.008
Irgendwas klopft,"CIVO, Montez",0.798,0.499,11,-10.383,0.0861,0.173,0.000359,0.126,0.563,100.011
Pistazieneis,"01099, Zachi, Gustav, Paul",0.763,0.673,0,-11.271,0.054,0.349,0.883,0.113,0.633,135.059
eehhhyyy,"Zartmann, Drumla, Dauner",0.739,0.766,5,-6.459,0.0729,0.272,0.0,0.42,0.82,133.067
Leben leben,"ELDENO, Sido",0.747,0.698,7,-5.458,0.219,0.00983,0.0,0.074,0.835,171.881
erste/letzte,Montez,0.774,0.568,7,-7.349,0.0786,0.181,4.27e-05,0.365,0.662,97.953
Forever Young,Alphaville,0.489,0.482,9,-9.466,0.0275,0.417,0.00227,0.235,0.33,136.803
Flasche kreist,"01099, Ski Aggu, Paul, Zachi",0.673,0.882,0,-5.798,0.0585,0.0294,0.0419,0.194,0.394,135.047
Verknallt in einen Talahon,Butterbro,0.664,0.677,5,-5.071,0.0465,0.281,0.0,0.294,0.838,123.162
Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,0.61,0.926,8,-4.843,0.0479,0.031,0.0012,0.0821,0.861,172.638
Out Of The Dark,RAF Camora,0.758,0.898,9,-5.485,0.11,0.204,0.0235,0.299,0.52,135.997
LOVEBOMB,"Jamule, Sido, Miksu / Macloud",0.853,0.516,6,-8.655,0.142,0.439,2.7e-06,0.129,0.454,89.983
sekundentakt,"Montez, Kontra K",0.551,0.609,8,-8.293,0.302,0.285,0.0,0.0911,0.371,78.171
Traum,AYLIVA,0.341,0.465,5,-6.432,0.0304,0.174,0.0,0.208,0.0944,123.294
BYE X3 (MIT JEREMIAS),"Ski Aggu, JEREMIAS",0.68,0.74,0,-7.9,0.255,0.681,1.08e-05,0.249,0.589,155.079
A Sky Full of Stars,Coldplay,0.545,0.675,6,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97
Haare trocknen,"01099, Zachi, Gustav, Paul",0.81,0.509,10,-11.789,0.0695,0.745,0.715,0.105,0.247,124.036
GESPENSTER,"Tream, treamiboii",0.664,0.796,8,-3.738,0.24,0.371,0.0,0.0935,0.656,160.149
Meer,JEREMIAS,0.325,0.599,9,-8.358,0.0512,0.247,9.65e-05,0.155,0.291,176.597
Herzschlag,"1986zig, KATI K",0.753,0.582,0,-7.127,0.0888,0.667,3.23e-05,0.296,0.201,157.89
Bus,Travis,0.702,0.605,7,-6.31,0.0262,0.212,0.0311,0.1,0.759,119.127
"Girl, so confusing featuring lorde","Charli xcx, Lorde",0.692,0.823,11,-7.209,0.0547,0.17,0.00802,0.134,0.458,124.964
Feel - radio edit,Pet Shop Boys,0.639,0.698,3,-6.588,0.0304,0.0192,0.038,0.0862,0.686,128.0
Yamore,"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",0.795,0.577,1,-9.638,0.0648,0.00263,0.147,0.051,0.206,119.986
Disco,Surf Curse,0.473,0.621,11,-8.698,0.0291,0.0253,0.000366,0.19,0.782,173.083
Funny Thing,Thundercat,0.586,0.893,7,-8.772,0.439,0.827,0.642,0.212,0.65,140.023
BBA (feat. Megan Thee Stallion),"Paris Hilton, Megan Thee Stallion",0.792,0.889,11,-3.314,0.152,0.0018,0.0393,0.118,0.629,123.996
Diet Pepsi,Addison Rae,0.669,0.561,10,-6.538,0.0411,0.495,0.00962,0.0954,0.841,150.069
J CHRIST,Lil Nas X,0.726,0.62,5,-6.359,0.112,0.0278,0.0,0.637,0.943,150.042
Can't Get Enough,Jennifer Lopez,0.767,0.749,0,-2.615,0.0421,0.00169,0.0,0.0491,0.643,100.021
Take My Time,Normani,0.825,0.733,11,-4.079,0.0704,0.271,3.53e-05,0.128,0.534,112.014
"Double Life - From ""Despicable Me 4""",Pharrell Williams,0.851,0.652,8,-4.333,0.0367,0.0317,0.0,0.0936,0.696,119.944
Woof (feat. Kah-Lo),"Sofi Tukker, Kah-Lo",0.727,0.864,0,-5.12,0.0287,0.0143,0.207,0.334,0.83,122.005
Purple Hat,Sofi Tukker,0.777,0.744,9,-7.42,0.205,0.335,0.00743,0.088,0.654,94.023
Hey Homie,Sofi Tukker,0.681,0.687,5,-6.417,0.0448,0.229,9.25e-05,0.0756,0.468,90.009
Lucky,Halsey,0.712,0.65,0,-3.744,0.0468,0.389,0.0,0.227,0.728,102.558
WOMAN’S WORLD,Katy Perry,0.778,0.618,2,-4.257,0.0514,0.000269,0.000219,0.172,0.579,119.994
ALL THE LOVE,Katy Perry,0.659,0.712,11,-7.024,0.111,0.00269,3.99e-05,0.0903,0.294,129.931
"yes, and? - extended mix",Ariana Grande,0.818,0.763,1,-6.661,0.0495,0.0836,0.00109,0.101,0.807,119.015
L’AMOUR DE MA VIE,Billie Eilish,0.467,0.392,9,-9.355,0.0908,0.2,0.0174,0.106,0.313,145.104
Von dutch,Charli xcx,0.706,0.698,10,-5.679,0.0537,0.00298,0.00375,0.116,0.648,130.013
Red Wine Supernova,Chappell Roan,0.657,0.82,9,-4.448,0.0441,0.0176,0.0,0.0847,0.709,124.041
"So Long, London",Taylor Swift,0.423,0.533,9,-11.388,0.322,0.73,0.00264,0.0816,0.248,160.218
babybel,"$OHO BANI, Ericson",0.908,0.573,3,-6.698,0.102,0.0643,4.66e-05,0.337,0.825,130.045
YO HABIB,"$OHO BANI, Ericson",0.807,0.894,6,-4.229,0.384,0.157,0.0,0.438,0.935,139.867
Outside Of Love - Zerb Remix,"Becky Hill, Zerb",0.753,0.771,7,-5.978,0.0477,0.0967,0.00235,0.389,0.0375,126.023
Multiply,Becky Hill,0.697,0.821,8,-5.508,0.0526,0.00177,0.0,0.422,0.25,128.114
Lullaby,BENNETT,0.738,0.805,10,-6.289,0.194,0.429,0.28,0.131,0.489,141.995
Cry,Benson Boone,0.711,0.48,10,-5.251,0.0365,0.104,1.55e-05,0.0894,0.352,107.948
STILL,Berq,0.442,0.505,0,-7.857,0.0574,0.537,0.0,0.514,0.417,103.026
ChatGPT (prod. by BUNT.),"Ivo Martin, BUNT.",0.687,0.857,7,-7.498,0.0891,0.0953,4.01e-06,0.235,0.612,145.0
end game,Cat Burns,0.509,0.522,10,-6.264,0.0499,0.288,0.0,0.144,0.457,148.81
Cherry Blossom,Empire Of The Sun,0.64,0.843,5,-5.496,0.0597,0.00588,7.41e-06,0.106,0.541,131.994
XY,error,0.802,0.672,10,-5.862,0.0731,0.677,0.15,0.112,0.432,130.071
"00,00KG",error,0.634,0.753,8,-8.086,0.0559,0.464,0.0402,0.19,0.212,127.867
us. (feat. Taylor Swift),"Gracie Abrams, Taylor Swift",0.533,0.553,7,-6.486,0.0296,0.498,0.0,0.0911,0.391,102.043
"I Love You, I'm Sorry",Gracie Abrams,0.53,0.406,10,-7.507,0.033,0.656,0.0,0.133,0.338,115.94
Real Power,Gossip,0.746,0.788,11,-3.677,0.0527,0.00721,0.00037,0.0172,0.589,114.018
Waited All Night,"Jamie xx, Romy, Oliver Sim, The xx",0.691,0.73,4,-8.228,0.0372,0.0778,0.00992,0.0836,0.168,135.995
Baddy On The Floor,"Jamie xx, Honey Dijon",0.652,0.877,6,-6.281,0.0339,0.00307,0.699,0.186,0.562,124.024
Somedays,"Sonny Fodera, Jazzy, D.O.D",0.671,0.753,4,-6.045,0.0298,0.019,1.29e-05,0.177,0.543,127.926
Enough,Jess Glynne,0.496,0.727,1,-5.663,0.0627,0.0823,0.0,0.111,0.409,148.0
Guilty Pleasure,JoJo Siwa,0.777,0.626,9,-5.413,0.0337,0.0207,0.0,0.0509,0.356,118.924
Welt,LEA,0.564,0.278,4,-7.542,0.0467,0.916,0.0,0.191,0.333,119.684
Corazón (Feat. Bomba Estéreo),"Nelly Furtado, Bomba Estéreo",0.795,0.721,1,-5.359,0.0885,0.0731,0.00668,0.182,0.346,112.033
Cinderella,Remi Wolf,0.724,0.818,1,-4.544,0.058,0.0751,0.0,0.0981,0.608,103.001
tempo - modulardozent remix,"Sampagne, badchieff, CRO, Modulardozent",0.787,0.646,5,-8.34,0.052,0.349,0.000521,0.144,0.591,125.993
